"","date_dep","date_coll","stream","deployment","rhodo_acer","N_coarse","mean_k_coarse","sd_k_coarse","se_k_coarse","ci_k_coarse","N_fine","mean_k_fine","sd_k_fine","se_k_fine","ci_k_fine","N_shred","mean_k_shred","sd_k_shred","se_k_shred","ci_k_shred","N_shred_new","mean_k_shred_new","sd_k_shred_new","se_k_shred_new","ci_k_shred_new","mean_temp","sd_temp","days_in_record_temp","mean_flow","sd_flow","days_in_record","mean_nh4.mgl","sd_nh4.mgl","N_nh4.mgl","mean_no3.mgl","sd_no3.mgl","N_no3.mgl","mean_po4.mgl","sd_po4.mgl","N_po4.mgl","mean_din.mgl","sd_din.mgl","N_din.mgl"
"1",2017-09-21,2017-11-15,"WS01","1","A",4,0.0427469425030827,0.0157121835627659,0.00785609178138293,0.0250015902636318,4,0.0141109617545036,0.00396188784627395,0.00198094392313698,0.00630424766916148,4,0.0286359807485791,0.0173821518527358,0.00869107592636789,0.0276588824708097,4,0.0173577976565389,0.0119190305523185,0.00595951527615925,0.0189658373718948,13.7021376174812,2.47776781744087,56,1.08776455032143,0.680493691813421,56,0.002875,0.0017268882005338,8,0.019625,0.0141919242629643,8,0.00499178275,0.00418154333442798,8,0.0225,0.0149857074765067,8
"2",2017-09-21,2017-11-15,"WS01","1","R",4,0.00553224005992759,0.000602864381331246,0.000301432190665623,0.000959291761477386,4,0.00428084326279336,0.000288839737024401,0.0001444198685122,0.000459608476956211,4,0.00125139679713422,0.000607848967047433,0.000303924483523716,0.00096722334967531,4,0.000656599956202979,0.000328021876689209,0.000164010938344605,0.000521956004760901,13.7021376174812,2.47776781744087,56,1.08776455032143,0.680493691813421,56,0.002875,0.0017268882005338,8,0.019625,0.0141919242629643,8,0.00499178275,0.00418154333442798,8,0.0225,0.0149857074765067,8
"3",2017-09-21,2017-11-15,"WS02","1","A",4,0.0176337868846794,0.00460527027104786,0.00230263513552393,0.00732801267946458,4,0.0135708165757892,0.00110694232933577,0.000553471164667883,0.00176139226307838,4,0.00406297030889019,0.00482158943632387,0.00241079471816194,0.00767222474361193,4,0.00219499742674355,0.00262579827022606,0.00131289913511303,0.00417823100175063,14.2732218191964,2.1427337165687,56,1.03457341266071,0.664438441525047,56,0.002625,0.00118773493916542,8,0.00725,0.00486239212146215,8,0.01175,0.00231455024943138,8,0.009875,0.00470372193055669,8
"4",2017-09-21,2017-11-15,"WS02","1","R",3,0.00445070038141112,0.00290068013227297,0.0016747084552008,0.00720568890630422,4,0.00315880358800907,0.000192030149155336,9.60150745776678e-05,0.000305562819341239,3,0.00129821655157038,0.00274167533929688,0.00158290699517361,0.00681069910372326,3,0.000757359113618633,0.00153480836232943,0.000886122021145387,0.00381267533317231,14.2732218191964,2.1427337165687,56,1.03457341266071,0.664438441525047,56,0.002625,0.00118773493916542,8,0.00725,0.00486239212146215,8,0.01175,0.00231455024943138,8,0.009875,0.00470372193055669,8
"5",2017-09-21,2017-11-15,"WS06","1","A",4,0.0151916660010666,0.00263960058779469,0.00131980029389734,0.00420019356902595,4,0.0137062790792633,0.00095936604486454,0.00047968302243227,0.0015265654624469,4,0.00148538692180325,0.00190412508073232,0.000952062540366158,0.0030298879139873,4,0.000768317085062384,0.000989552925578879,0.00049477646278944,0.00157459952594559,13.8385630580357,3.26326568184327,56,1.078404017875,0.910281166026516,56,0.0017847065,0.000666811333936583,8,0.040625,0.0309050966670548,8,0.003967560875,0.00376181117190409,8,0.0424097065,0.0307245801423957,8
"6",2017-09-21,2017-11-15,"WS06","1","R",3,0.00451697602645382,0.00117109704171937,0.000676133192283852,0.00290916632545433,4,0.004755969183651,0.000230463709586345,0.000115231854793173,0.000366719190537521,3,-0.000204479103899342,0.00142727799887955,0.000824039336861541,0.00354555510216825,3,-7.48561154270747e-05,0.000682949987830111,0.000394301359316767,0.00169654182000821,13.8385630580357,3.26326568184327,56,1.078404017875,0.910281166026516,56,0.0017847065,0.000666811333936583,8,0.040625,0.0309050966670548,8,0.003967560875,0.00376181117190409,8,0.0424097065,0.0307245801423957,8
"7",2017-09-21,2017-11-15,"WS07","1","A",4,0.0145509714251921,0.00150411548893709,0.000752057744468544,0.00239338339024392,4,0.0132190541756133,0.00204673459408947,0.00102336729704474,0.00325681147342819,4,0.0013319172495788,0.00281946508049897,0.00140973254024949,0.0044863981141552,4,0.000713931404673949,0.00142491647957718,0.00071245823978859,0.00226736009288413,14.0994768415179,2.39025398045349,56,7.41450892876786,3.51767700828956,56,0.002,0.0010690449676497,8,0.006875,0.0023566016694748,8,0.003152024375,0.00317209252453712,8,0.008875,0.00294897076476329,8
"8",2017-09-21,2017-11-15,"WS07","1","R",3,0.00594787144697775,0.00315987973597046,0.00182435741616939,0.0078495764167199,4,0.00406911038828062,0.000408496007384442,0.000204248003692221,0.000650008304711882,3,0.00175255890775179,0.00289216995731725,0.00166979510339926,0.00718454845976311,3,0.00098315884353994,0.00162242011352104,0.000936704689280033,0.00403031498829986,14.0994768415179,2.39025398045349,56,7.41450892876786,3.51767700828956,56,0.002,0.0010690449676497,8,0.006875,0.0023566016694748,8,0.003152024375,0.00317209252453712,8,0.008875,0.00294897076476329,8
"9",2017-09-21,2017-11-15,"WS08","1","A",3,0.0151798268564368,0.00458005450472702,0.0026442957012073,0.0113774861170644,4,0.0139215121224049,0.000528957925904079,0.00026447896295204,0.000841690098471985,3,0.00141043074330156,0.00412466340575699,0.0023813755276304,0.0102462319145175,3,0.000773760018943369,0.00214356810555974,0.00123758962277121,0.00532491836872616,13.6360518043155,2.88918942025276,58,202.336805561429,159.712136342526,56,0.002019870375,0.00104909379813164,8,0.003875,0.00188509188862809,8,0.005489151,0.00502317302760041,8,0.005894870375,0.00225428808309053,8
"10",2017-09-21,2017-11-15,"WS08","1","R",4,0.00431380477691515,0.000872271168459435,0.000436135584229717,0.00138797807863462,4,0.00331390943618102,0.000250180563571695,0.000125090281785847,0.000398093105096268,4,0.000999895340734123,0.000964712983099211,0.000482356491549606,0.00153507363436165,4,0.000534593130294681,0.000527250443553947,0.000263625221776973,0.000838973113023727,13.6360518043155,2.88918942025276,58,202.336805561429,159.712136342526,56,0.002019870375,0.00104909379813164,8,0.003875,0.00188509188862809,8,0.005489151,0.00502317302760041,8,0.005894870375,0.00225428808309053,8
