"","bag_n","rhodo_acer","date_dep","date_coll","stream","percent_afdm_rem_C","percent_afdm_rem_F","ln_percent_afdm_rem_C","ln_percent_afdm_rem_F","days_in_record","ln_percent_afdm_start","abs_val_k_coarse","abs_val_k_fine","abs_val_k_shred","new_shredder_k"
"1","0097","R",2018-08-31,2018-11-02,"CWCR",NA,68.1543633569264,NA,4.22177518187326,63,4.60517018598809,NA,0.00608563498594966,NA,NA
"2","0101","R",2018-08-31,2018-11-02,"WS09",60.4341051189045,74.6174421242061,4.10155359987002,4.31237428851621,63,4.60517018598809,0.0079939140653662,0.00464755392812516,0.00334636013724104,0.00182368241829299
"3","0102","R",2018-08-31,2018-11-02,"WS09",60.1535723816894,69.6967557860604,4.09690083187388,4.24415377128953,63,4.60517018598809,0.0080677675256224,0.00573041928092961,0.00233734824469279,0.00123517611069243
"4","0103","R",2018-08-31,2018-11-02,"WS09",52.9262268252064,73.7129108449251,3.96889899720019,4.30017796492378,63,4.60517018598809,0.010099542679173,0.00484114636610025,0.00525839631307278,0.00294855628340867
"5","0104","R",2018-08-31,2018-11-02,"WS09",50.9557077290559,63.2844068873351,3.93095677947977,4.1476389621113,63,4.60517018598809,0.0107018001033066,0.00726240037899677,0.00343939972430986,0.00183054419051141
"6","0105","R",2018-08-31,2018-11-02,"HNCR",61.104608834564,76.1720407752887,4.11258729434037,4.3329944764019,63,4.60517018598809,0.00781877605790037,0.00432024935851093,0.00349852669938944,0.00192120560421817
"7","0106","R",2018-08-31,2018-11-02,"HNCR",66.9886532319323,72.2521031592234,4.20452325030155,4.28016143603909,63,4.60517018598809,0.0063594751696276,0.00515886904680957,0.00120060612281803,0.000621221219771906
"8","0107","R",2018-08-31,2018-11-02,"HNCR",58.4785224568042,72.0206707271043,4.06865954933582,4.27695317124463,63,4.60517018598809,0.00851604185162342,0.00520979388481691,0.00330624796680651,0.00178797615684486
"9","0108","R",2018-08-31,2018-11-02,"HNCR",59.8292284806369,74.860388010621,4.09149431212637,4.31562488561301,63,4.60517018598809,0.00815358529939247,0.00459595714881081,0.00355762815058166,0.00194785030827108
"10","0109","R",2018-08-31,2018-11-02,"WS55",64.7145118527305,75.5882094218171,4.16998547083467,4.32530031099358,63,4.60517018598809,0.00690769389132416,0.0044423789681668,0.00246531492315736,0.00132305617483003
"11","0110","R",2018-08-31,2018-11-02,"WS55",67.3135417808191,74.1631217291192,4.20936143157781,4.30626701488512,63,4.60517018598809,0.00628267864143298,0.00474449477941218,0.0015381838620208,0.000805039686177036
"12","0111","R",2018-08-31,2018-11-02,"WS55",63.4815005340819,76.5341447643683,4.15074853328183,4.33773697804298,63,4.60517018598809,0.00721304210644861,0.00424497155468427,0.00296807055176434,0.00161455338478312
