"","date_dep","date_coll","stream","deployment","rhodo_acer","N_coarse","mean_k_coarse","sd_k_coarse","se_k_coarse","ci_k_coarse","N_fine","mean_k_fine","sd_k_fine","se_k_fine","ci_k_fine","N_shred","mean_k_shred","sd_k_shred","se_k_shred","ci_k_shred","N_shred_new","mean_k_shred_new","sd_k_shred_new","se_k_shred_new","ci_k_shred_new","mean_temp","sd_temp","days_in_record_temp","mean_flow","sd_flow","days_in_record","mean_nh4.mgl","sd_nh4.mgl","N_nh4.mgl","mean_no3.mgl","sd_no3.mgl","N_no3.mgl","mean_po4.mgl","sd_po4.mgl","N_po4.mgl","mean_din.mgl","sd_din.mgl","N_din.mgl"
"1",2018-08-31,2018-11-02,"CWCR",1,"A",3,0.0376379110769556,0.0126033261126016,0.00727653372379518,0.0313083976898013,4,0.0155909841548761,0.00183530593352464,0.000917652966762321,0.00292038129360538,3,0.0226333826676693,0.0126291289888034,0.00729143102131613,0.0313724955876457,3,0.0132075849639472,0.00782138327104055,0.0045156777369705,0.019429393141645,15.9583032946509,2.88521009044168,64,377.970883982812,165.817536233795,64,0.001845,0.000459619407771256,2,0.00773,0.0103096168696999,2,0.003435,0.000855599205235723,2,0.009575,0.00984999746192861,2
"2",2018-08-31,2018-11-02,"CWCR",1,"R",0,NA,NA,NA,NA,4,0.00652628797863499,0.0010522309173785,0.000526115458689249,0.00167433419765824,0,NA,NA,NA,NA,0,NA,NA,NA,NA,15.9583032946509,2.88521009044168,64,377.970883982812,165.817536233795,64,0.001845,0.000459619407771256,2,0.00773,0.0103096168696999,2,0.003435,0.000855599205235723,2,0.009575,0.00984999746192861,2
"3",2018-08-31,2018-11-02,"HNCR",1,"R",4,0.00771196959463596,0.000945551940300521,0.000472775970150261,0.00150458413943162,4,0.00482121735973706,0.000434630677896029,0.000217315338948015,0.000691594397516586,4,0.00289075223489891,0.00113186334128286,0.00056593167064143,0.00180104715427586,4,0.0015695633222765,0.000636084440911485,0.000318042220455742,0.0010121522894136,15.6151687282986,3.05089292732104,64,58.776717419375,33.0491620814893,64,0.000855,0.001209152595829,2,0.002705,0.00382544768621922,2,0.002245,0.00222738636073762,2,0.00356,0.00503460028204822,2
"4",2018-08-31,2018-11-02,"HNCR",1,"A",4,0.026417976738194,0.00862923104099387,0.00431461552049693,0.0137310322219252,4,0.0127259261422828,0.00164034572342098,0.000820172861710491,0.00261015609344452,4,0.0136920505959112,0.0080757565565217,0.00403787827826085,0.0128503308078366,4,0.00779511264568862,0.00468677908287499,0.00234338954143749,0.00745771138798823,15.6151687282986,3.05089292732104,64,58.776717419375,33.0491620814893,64,0.000855,0.001209152595829,2,0.002705,0.00382544768621922,2,0.002245,0.00222738636073762,2,0.00356,0.00503460028204822,2
"5",2018-08-31,2018-11-02,"LCCR",1,"R",4,0.00553513690327045,0.000642917771477993,0.000321458885738997,0.00102302564322069,4,0.00406826481211139,0.000675288491231195,0.000337644245615598,0.00107453468195966,4,0.00146687209115906,0.000454900691542625,0.000227450345771312,0.000723848512535415,4,0.000774892311303394,0.000254214490630827,0.000127107245315414,0.000404511983228828,15.0503982954974,2.54843191297753,64,81.221912795625,14.4785538180727,64,0.000655,0.000926309883354377,2,0.005935,0.00506995562110755,2,0.002235,0.00129400540957138,2,0.00659,0.00599626550446192,2
"6",2018-08-31,2018-11-02,"LCCR",1,"A",3,0.0235568504509905,0.000502168682392214,0.000289927223957745,0.00124745616159047,4,0.0104441393398476,0.00192525614858462,0.000962628074292311,0.00306351215839394,3,0.0123193719607913,0.000875180548252856,0.000505285725123311,0.00217406900450525,3,0.0069213937763413,0.000584570860572509,0.000337502143711949,0.00145215451993851,15.0503982954974,2.54843191297753,64,81.221912795625,14.4785538180727,64,0.000655,0.000926309883354377,2,0.005935,0.00506995562110755,2,0.002235,0.00129400540957138,2,0.00659,0.00599626550446192,2
"7",2018-08-31,2018-11-02,"TOWR",1,"R",4,0.00512236197269982,0.000710358100693729,0.000355179050346864,0.00113033825649055,4,0.00313252359726628,0.000814176326904824,0.000407088163452412,0.00129553622170386,4,0.00198983837543353,0.000394213609664998,0.000197106804832499,0.000627281822785464,4,0.00108342276060129,0.000239780179829919,0.000119890089914959,0.000381543773689994,15.5563592122396,2.14184801991106,64,1.2870218851201,0.610498282134784,64,0.0034675,0.00431757165545634,4,0.00622,0.00335371435873719,4,0.00513,0.00464489684133745,4,0.0096875,0.00634307167966225,4
"8",2018-08-31,2018-11-02,"TOWR",1,"A",4,0.0290894419085337,0.00462047119818354,0.00231023559909177,0.0073522007466645,4,0.0108229253824361,0.00100867927708565,0.000504339638542827,0.00160503381928874,4,0.0182665165260975,0.00395274383936331,0.00197637191968165,0.00628969751365735,4,0.010629863857492,0.00243252744917296,0.00121626372458648,0.00387069399656085,15.5563592122396,2.14184801991106,64,1.2870218851201,0.610498282134784,64,0.0034675,0.00431757165545634,4,0.00622,0.00335371435873719,4,0.00513,0.00464489684133745,4,0.0096875,0.00634307167966225,4
"9",2018-08-31,2018-11-02,"USHF",1,"A",3,0.0261175382838399,0.00785853387682565,0.00453712664922108,0.0195216803624901,4,0.0122516602177775,0.00184675443618578,0.000923377218092892,0.00293859841610287,3,0.0142314845419554,0.00599548601779654,0.00346149546629747,0.0148936129170802,3,0.00806213974635456,0.00356266627649423,0.00205690633376674,0.00885015365182044,15.6504529622396,2.83365170078307,64,158.310618671875,48.5045136457861,64,0.006485,0.00917117495198952,2,0.00694,0.00981464212286928,2,0.00828,0.00926309883354377,2,0.013425,0.0189858170748588,2
"10",2018-08-31,2018-11-02,"USHF",1,"R",3,0.0149484282275397,0.00569842143339966,0.00328998514852923,0.0141556635801545,4,0.00527407193496604,0.000719417436234019,0.00035970871811701,0.00114475368094982,3,0.00945861856863115,0.00555176901056466,0.00320531533272813,0.0137913587660705,3,0.00556988233608709,0.00354320078814872,0.00204566792883056,0.00880179869814373,15.6504529622396,2.83365170078307,64,158.310618671875,48.5045136457861,64,0.006485,0.00917117495198952,2,0.00694,0.00981464212286928,2,0.00828,0.00926309883354377,2,0.013425,0.0189858170748588,2
"11",2018-08-31,2018-11-02,"WS09",1,"R",4,0.00921575609336705,0.0013904652964373,0.00069523264821865,0.00221254057263605,4,0.00562037998853795,0.00119190816071097,0.000595954080355486,0.00189659186114607,4,0.00359537610482912,0.00121581356757518,0.000607906783787592,0.00193463069802173,4,0.00195948975072638,0.000715996611782771,0.000357998305891385,0.00113931038588187,15.8236904296875,3.00072253497787,64,174.020507815625,86.2417098536361,64,0.00049,0.000692964645562817,2,0.00913,0.0129117698244664,2,0.002205,0.000770746391493337,2,0.00962,0.0136047344700292,2
"12",2018-08-31,2018-11-02,"WS17",1,"R",4,0.01251529361549,0.0017891781325793,0.00089458906628965,0.0028469816687607,4,0.00543868797266955,0.000840236146515014,0.000420118073257507,0.00133700321002126,4,0.00707660564282046,0.00156369009306116,0.000781845046530582,0.00248817987963562,4,0.00403682080090252,0.000955467906616488,0.000477733953308244,0.0015203626546144,14.8648684895833,2.35957684248412,64,1.77830504114815,0.407170835590865,64,0.00168446133333333,0.000690041920071527,9,0.150466336111111,0.0128863031438776,9,0.00199684244444444,6.46865232025016e-05,9,0.152150797444444,0.0130851275796696,9
