"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10951959, SEN S/N: 10951959)"
2/7/19 0:04,11.041
2/7/19 0:19,11.041
2/7/19 0:34,11.139
2/7/19 0:49,11.139
2/7/19 1:04,11.139
2/7/19 1:19,11.139
2/7/19 1:34,11.139
2/7/19 1:49,11.041
2/7/19 2:04,11.139
2/7/19 2:19,11.139
2/7/19 2:34,11.139
2/7/19 2:49,11.139
2/7/19 3:04,11.139
2/7/19 3:19,11.139
2/7/19 3:34,11.139
2/7/19 3:49,11.139
2/7/19 4:04,11.139
2/7/19 4:19,11.139
2/7/19 4:34,11.139
2/7/19 4:49,11.139
2/7/19 5:04,11.139
2/7/19 5:19,11.139
2/7/19 5:34,11.139
2/7/19 5:49,11.139
2/7/19 6:04,11.139
2/7/19 6:19,11.139
2/7/19 6:34,11.139
2/7/19 6:49,11.139
2/7/19 7:04,11.139
2/7/19 7:19,11.139
2/7/19 7:34,11.139
2/7/19 7:49,11.139
2/7/19 8:04,11.139
2/7/19 8:19,11.139
2/7/19 8:34,11.139
2/7/19 8:49,11.041
2/7/19 9:04,11.041
2/7/19 9:19,11.041
2/7/19 9:34,11.139
2/7/19 9:49,11.139
2/7/19 10:04,11.139
2/7/19 10:19,11.139
2/7/19 10:34,11.236
2/7/19 10:49,11.236
2/7/19 11:04,11.334
2/7/19 11:19,11.431
2/7/19 11:34,11.528
2/7/19 11:49,11.625
2/7/19 12:04,11.722
2/7/19 12:19,11.819
2/7/19 12:34,12.013
2/7/19 12:49,12.013
2/7/19 13:04,12.11
2/7/19 13:19,12.304
2/7/19 13:34,12.207
2/7/19 13:49,12.497
2/7/19 14:04,12.594
2/7/19 14:19,12.304
2/7/19 14:34,12.594
2/7/19 14:49,12.497
2/7/19 15:04,12.497
2/7/19 15:19,12.497
2/7/19 15:34,12.497
2/7/19 15:49,12.497
2/7/19 16:04,12.497
2/7/19 16:19,12.497
2/7/19 16:34,12.497
2/7/19 16:49,12.497
2/7/19 17:04,12.497
2/7/19 17:19,12.401
2/7/19 17:34,12.401
2/7/19 17:49,12.497
2/7/19 18:04,12.401
2/7/19 18:19,12.401
2/7/19 18:34,12.401
2/7/19 18:49,12.304
2/7/19 19:04,12.304
2/7/19 19:19,12.304
2/7/19 19:34,12.207
2/7/19 19:49,12.207
2/7/19 20:04,12.11
2/7/19 20:19,12.11
2/7/19 20:34,12.013
2/7/19 20:49,12.013
2/7/19 21:04,12.013
2/7/19 21:19,11.916
2/7/19 21:34,11.916
2/7/19 21:49,11.916
2/7/19 22:04,11.916
2/7/19 22:19,11.916
2/7/19 22:34,11.916
2/7/19 22:49,11.916
2/7/19 23:04,11.819
2/7/19 23:19,11.819
2/7/19 23:34,11.819
2/7/19 23:49,11.819
2/8/19 0:04,11.722
2/8/19 0:19,11.722
2/8/19 0:34,11.722
2/8/19 0:49,11.722
2/8/19 1:04,11.722
2/8/19 1:19,11.722
2/8/19 1:34,11.722
2/8/19 1:49,11.722
2/8/19 2:04,11.819
2/8/19 2:19,11.819
2/8/19 2:34,11.819
2/8/19 2:49,11.819
2/8/19 3:04,11.819
2/8/19 3:19,11.819
2/8/19 3:34,11.819
2/8/19 3:49,11.819
2/8/19 4:04,11.819
2/8/19 4:19,11.819
2/8/19 4:34,11.819
2/8/19 4:49,11.819
2/8/19 5:04,11.819
2/8/19 5:19,11.722
2/8/19 5:34,11.722
2/8/19 5:49,11.625
2/8/19 6:04,11.625
2/8/19 6:19,11.625
2/8/19 6:34,11.528
2/8/19 6:49,11.528
2/8/19 7:04,11.528
2/8/19 7:19,11.431
2/8/19 7:34,11.431
2/8/19 7:49,11.431
2/8/19 8:04,11.334
2/8/19 8:19,11.334
2/8/19 8:34,11.334
2/8/19 8:49,11.334
2/8/19 9:04,11.236
2/8/19 9:19,11.236
2/8/19 9:34,11.236
2/8/19 9:49,11.236
2/8/19 10:04,11.139
2/8/19 10:19,11.139
2/8/19 10:34,11.139
2/8/19 10:49,11.041
2/8/19 11:04,11.041
2/8/19 11:19,10.944
2/8/19 11:34,11.041
2/8/19 11:49,10.944
2/8/19 12:04,10.944
2/8/19 12:19,10.748
2/8/19 12:34,10.748
2/8/19 12:49,10.944
2/8/19 13:04,10.846
2/8/19 13:19,10.651
2/8/19 13:34,10.455
2/8/19 13:49,10.553
2/8/19 14:04,10.455
2/8/19 14:19,10.553
2/8/19 14:34,10.553
2/8/19 14:49,10.553
2/8/19 15:04,10.455
2/8/19 15:19,10.455
2/8/19 15:34,10.455
2/8/19 15:49,10.357
2/8/19 16:04,10.357
2/8/19 16:19,10.259
2/8/19 16:34,10.259
2/8/19 16:49,10.161
2/8/19 17:04,10.063
2/8/19 17:19,9.965
2/8/19 17:34,9.866
2/8/19 17:49,9.768
2/8/19 18:04,9.669
2/8/19 18:19,9.669
2/8/19 18:34,9.571
2/8/19 18:49,9.472
2/8/19 19:04,9.373
2/8/19 19:19,9.373
2/8/19 19:34,9.275
2/8/19 19:49,9.176
2/8/19 20:04,9.077
2/8/19 20:19,8.978
2/8/19 20:34,8.978
2/8/19 20:49,8.879
2/8/19 21:04,8.879
2/8/19 21:19,8.779
2/8/19 21:34,8.779
2/8/19 21:49,8.779
2/8/19 22:04,8.68
2/8/19 22:19,8.68
2/8/19 22:34,8.581
2/8/19 22:49,8.581
2/8/19 23:04,8.481
2/8/19 23:19,8.481
2/8/19 23:34,8.382
2/8/19 23:49,8.382
2/9/19 0:04,8.382
2/9/19 0:19,8.282
2/9/19 0:34,8.282
2/9/19 0:49,8.282
2/9/19 1:04,8.182
2/9/19 1:19,8.182
2/9/19 1:34,8.182
2/9/19 1:49,8.182
2/9/19 2:04,8.082
2/9/19 2:19,8.082
2/9/19 2:34,8.082
2/9/19 2:49,8.082
2/9/19 3:04,7.983
2/9/19 3:19,7.983
2/9/19 3:34,7.983
2/9/19 3:49,7.882
2/9/19 4:04,7.882
2/9/19 4:19,7.882
2/9/19 4:34,7.882
2/9/19 4:49,7.782
2/9/19 5:04,7.782
2/9/19 5:19,7.782
2/9/19 5:34,7.682
2/9/19 5:49,7.682
2/9/19 6:04,7.682
2/9/19 6:19,7.682
2/9/19 6:34,7.682
2/9/19 6:49,7.582
2/9/19 7:04,7.582
2/9/19 7:19,7.582
2/9/19 7:34,7.582
2/9/19 7:49,7.481
2/9/19 8:04,7.481
2/9/19 8:19,7.481
2/9/19 8:34,7.481
2/9/19 8:49,7.381
2/9/19 9:04,7.381
2/9/19 9:19,7.381
2/9/19 9:34,7.381
2/9/19 9:49,7.381
2/9/19 10:04,7.381
2/9/19 10:19,7.381
2/9/19 10:34,7.381
2/9/19 10:49,7.481
2/9/19 11:04,7.481
2/9/19 11:19,7.582
2/9/19 11:34,7.682
2/9/19 11:49,7.682
2/9/19 12:04,7.882
2/9/19 12:19,7.882
2/9/19 12:34,7.983
2/9/19 12:49,7.983
2/9/19 13:04,8.082
2/9/19 13:19,8.182
2/9/19 13:34,8.282
2/9/19 13:49,8.282
2/9/19 14:04,8.481
2/9/19 14:19,8.581
2/9/19 14:34,8.581
2/9/19 14:49,8.581
2/9/19 15:04,8.581
2/9/19 15:19,8.68
2/9/19 15:34,8.779
2/9/19 15:49,8.779
2/9/19 16:04,8.879
2/9/19 16:19,8.779
2/9/19 16:34,8.779
2/9/19 16:49,8.779
2/9/19 17:04,8.779
2/9/19 17:19,8.779
2/9/19 17:34,8.68
2/9/19 17:49,8.68
2/9/19 18:04,8.68
2/9/19 18:19,8.581
2/9/19 18:34,8.581
2/9/19 18:49,8.581
2/9/19 19:04,8.481
2/9/19 19:19,8.382
2/9/19 19:34,8.382
2/9/19 19:49,8.282
2/9/19 20:04,8.282
2/9/19 20:19,8.182
2/9/19 20:34,8.182
2/9/19 20:49,8.082
2/9/19 21:04,7.983
2/9/19 21:19,7.983
2/9/19 21:34,7.882
2/9/19 21:49,7.882
2/9/19 22:04,7.782
2/9/19 22:19,7.782
2/9/19 22:34,7.682
2/9/19 22:49,7.682
2/9/19 23:04,7.582
2/9/19 23:19,7.582
2/9/19 23:34,7.481
2/9/19 23:49,7.481
2/10/19 0:04,7.381
2/10/19 0:19,7.381
2/10/19 0:34,7.28
2/10/19 0:49,7.28
2/10/19 1:04,7.28
2/10/19 1:19,7.179
2/10/19 1:34,7.179
2/10/19 1:49,7.179
2/10/19 2:04,7.179
2/10/19 2:19,7.179
2/10/19 2:34,7.179
2/10/19 2:49,7.179
2/10/19 3:04,7.179
2/10/19 3:19,7.179
2/10/19 3:34,7.179
2/10/19 3:49,7.179
2/10/19 4:04,7.179
2/10/19 4:19,7.179
2/10/19 4:34,7.179
2/10/19 4:49,7.079
2/10/19 5:04,7.079
2/10/19 5:19,7.079
2/10/19 5:34,7.079
2/10/19 5:49,7.079
2/10/19 6:04,7.079
2/10/19 6:19,7.079
2/10/19 6:34,6.978
2/10/19 6:49,6.978
2/10/19 7:04,6.978
2/10/19 7:19,6.978
2/10/19 7:34,6.978
2/10/19 7:49,6.978
2/10/19 8:04,6.877
2/10/19 8:19,6.877
2/10/19 8:34,6.877
2/10/19 8:49,6.877
2/10/19 9:04,6.877
2/10/19 9:19,6.877
2/10/19 9:34,6.877
2/10/19 9:49,6.877
2/10/19 10:04,6.978
2/10/19 10:19,6.978
2/10/19 10:34,6.978
2/10/19 10:49,6.978
2/10/19 11:04,6.877
2/10/19 11:19,6.877
2/10/19 11:34,6.877
2/10/19 11:49,6.877
2/10/19 12:04,6.978
2/10/19 12:19,6.978
2/10/19 12:34,6.978
2/10/19 12:49,6.978
2/10/19 13:04,6.978
2/10/19 13:19,6.978
2/10/19 13:34,6.978
2/10/19 13:49,6.978
2/10/19 14:04,6.978
2/10/19 14:19,6.978
2/10/19 14:34,6.978
2/10/19 14:49,6.877
2/10/19 15:04,6.877
2/10/19 15:19,6.978
2/10/19 15:34,6.978
2/10/19 15:49,6.978
2/10/19 16:04,6.877
2/10/19 16:19,6.877
2/10/19 16:34,6.877
2/10/19 16:49,6.877
2/10/19 17:04,6.877
2/10/19 17:19,6.877
2/10/19 17:34,6.877
2/10/19 17:49,6.877
2/10/19 18:04,6.877
2/10/19 18:19,6.877
2/10/19 18:34,6.877
2/10/19 18:49,6.978
2/10/19 19:04,6.978
2/10/19 19:19,6.978
2/10/19 19:34,7.079
2/10/19 19:49,7.079
2/10/19 20:04,7.079
2/10/19 20:19,7.179
2/10/19 20:34,7.179
2/10/19 20:49,7.179
2/10/19 21:04,7.179
2/10/19 21:19,7.28
2/10/19 21:34,7.28
2/10/19 21:49,7.28
2/10/19 22:04,7.381
2/10/19 22:19,7.381
2/10/19 22:34,7.381
2/10/19 22:49,7.381
2/10/19 23:04,7.481
2/10/19 23:19,7.481
2/10/19 23:34,7.481
2/10/19 23:49,7.481
2/11/19 0:04,7.481
2/11/19 0:19,7.582
2/11/19 0:34,7.582
2/11/19 0:49,7.582
2/11/19 1:04,7.582
2/11/19 1:19,7.682
2/11/19 1:34,7.682
2/11/19 1:49,7.682
2/11/19 2:04,7.682
2/11/19 2:19,7.682
2/11/19 2:34,7.782
2/11/19 2:49,7.782
2/11/19 3:04,7.782
2/11/19 3:19,7.782
2/11/19 3:34,7.782
2/11/19 3:49,7.782
2/11/19 4:04,7.882
2/11/19 4:19,7.882
2/11/19 4:34,7.882
2/11/19 4:49,7.882
2/11/19 5:04,7.882
2/11/19 5:19,7.882
2/11/19 5:34,7.882
2/11/19 5:49,7.983
2/11/19 6:04,7.983
2/11/19 6:19,7.983
2/11/19 6:34,7.983
2/11/19 6:49,7.983
2/11/19 7:04,8.082
2/11/19 7:19,8.082
2/11/19 7:34,8.082
2/11/19 7:49,8.082
2/11/19 8:04,8.082
2/11/19 8:19,8.182
2/11/19 8:34,8.182
2/11/19 8:49,8.182
2/11/19 9:04,8.182
2/11/19 9:19,8.282
2/11/19 9:34,8.282
2/11/19 9:49,8.382
2/11/19 10:04,8.382
2/11/19 10:19,8.382
2/11/19 10:34,8.481
2/11/19 10:49,8.581
2/11/19 11:04,8.68
2/11/19 11:19,8.779
2/11/19 11:34,8.879
2/11/19 11:49,8.978
2/11/19 12:04,9.077
2/11/19 12:19,9.176
2/11/19 12:34,9.275
2/11/19 12:49,9.472
2/11/19 13:04,9.373
2/11/19 13:19,9.472
2/11/19 13:34,9.571
2/11/19 13:49,9.571
2/11/19 14:04,9.571
2/11/19 14:19,9.669
2/11/19 14:34,9.768
2/11/19 14:49,9.866
2/11/19 15:04,9.866
2/11/19 15:19,9.866
2/11/19 15:34,9.866
2/11/19 15:49,9.965
2/11/19 16:04,9.965
2/11/19 16:19,9.965
2/11/19 16:34,9.965
2/11/19 16:49,10.063
2/11/19 17:04,10.063
2/11/19 17:19,10.063
2/11/19 17:34,10.063
2/11/19 17:49,10.063
2/11/19 18:04,10.063
2/11/19 18:19,10.063
2/11/19 18:34,10.063
2/11/19 18:49,10.063
2/11/19 19:04,10.063
2/11/19 19:19,10.063
2/11/19 19:34,10.063
2/11/19 19:49,10.063
2/11/19 20:04,9.965
2/11/19 20:19,9.965
2/11/19 20:34,9.965
2/11/19 20:49,9.965
2/11/19 21:04,9.965
2/11/19 21:19,9.965
2/11/19 21:34,9.965
2/11/19 21:49,9.965
2/11/19 22:04,9.965
2/11/19 22:19,9.965
2/11/19 22:34,9.965
2/11/19 22:49,9.965
2/11/19 23:04,9.965
2/11/19 23:19,9.965
2/11/19 23:34,10.063
2/11/19 23:49,10.063
2/12/19 0:04,10.063
2/12/19 0:19,10.063
2/12/19 0:34,10.063
2/12/19 0:49,10.063
2/12/19 1:04,10.063
2/12/19 1:19,10.063
2/12/19 1:34,10.063
2/12/19 1:49,10.063
2/12/19 2:04,10.063
2/12/19 2:19,9.965
2/12/19 2:34,9.965
2/12/19 2:49,9.965
2/12/19 3:04,9.965
2/12/19 3:19,9.965
2/12/19 3:34,9.965
2/12/19 3:49,9.965
2/12/19 4:04,9.965
2/12/19 4:19,9.965
2/12/19 4:34,9.965
2/12/19 4:49,10.063
2/12/19 5:04,9.965
2/12/19 5:19,9.965
2/12/19 5:34,9.965
2/12/19 5:49,9.965
2/12/19 6:04,9.965
2/12/19 6:19,9.965
2/12/19 6:34,9.965
2/12/19 6:49,9.965
2/12/19 7:04,9.965
2/12/19 7:19,9.965
2/12/19 7:34,10.063
2/12/19 7:49,10.063
2/12/19 8:04,10.063
2/12/19 8:19,10.063
2/12/19 8:34,10.063
2/12/19 8:49,10.063
2/12/19 9:04,10.161
2/12/19 9:19,10.161
2/12/19 9:34,10.161
2/12/19 9:49,10.259
2/12/19 10:04,10.259
2/12/19 10:19,10.259
2/12/19 10:34,10.357
2/12/19 10:49,10.357
2/12/19 11:04,10.455
2/12/19 11:19,10.455
2/12/19 11:34,10.553
2/12/19 11:49,10.651
2/12/19 12:04,10.651
2/12/19 12:19,10.748
2/12/19 12:34,10.748
2/12/19 12:49,10.846
2/12/19 13:04,10.846
2/12/19 13:19,10.944
2/12/19 13:34,10.944
2/12/19 13:49,10.944
2/12/19 14:04,10.944
2/12/19 14:19,10.846
2/12/19 14:34,10.846
2/12/19 14:49,10.846
2/12/19 15:04,10.846
2/12/19 15:19,10.846
2/12/19 15:34,10.748
2/12/19 15:49,10.748
2/12/19 16:04,10.748
2/12/19 16:19,10.651
2/12/19 16:34,10.553
2/12/19 16:49,10.553
2/12/19 17:04,10.455
2/12/19 17:19,10.357
2/12/19 17:34,10.357
2/12/19 17:49,10.357
2/12/19 18:04,10.259
2/12/19 18:19,10.161
2/12/19 18:34,10.161
2/12/19 18:49,10.063
2/12/19 19:04,10.063
2/12/19 19:19,9.965
2/12/19 19:34,9.965
2/12/19 19:49,9.965
2/12/19 20:04,9.866
2/12/19 20:19,9.866
2/12/19 20:34,9.866
2/12/19 20:49,9.866
2/12/19 21:04,9.866
2/12/19 21:19,9.768
2/12/19 21:34,9.768
2/12/19 21:49,9.768
2/12/19 22:04,9.768
2/12/19 22:19,9.669
2/12/19 22:34,9.669
2/12/19 22:49,9.571
2/12/19 23:04,9.571
2/12/19 23:19,9.472
2/12/19 23:34,9.472
2/12/19 23:49,9.373
2/13/19 0:04,9.373
2/13/19 0:19,9.275
2/13/19 0:34,9.176
2/13/19 0:49,9.077
2/13/19 1:04,8.978
2/13/19 1:19,8.879
2/13/19 1:34,8.779
2/13/19 1:49,8.68
2/13/19 2:04,8.581
2/13/19 2:19,8.481
2/13/19 2:34,8.382
2/13/19 2:49,8.282
2/13/19 3:04,8.182
2/13/19 3:19,8.182
2/13/19 3:34,8.082
2/13/19 3:49,7.983
